id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens,pos_tags,entities
3238,I want to share positive feedback about your customer support agent Emily who was extremely helpful.,Feedback,Positive,Medium,16,i want to share positive feedback about your customer support agent emily who was extremely helpful,"['i', 'want', 'to', 'share', 'positive', 'feedback', 'about', 'your', 'customer', 'support', 'agent', 'emily', 'who', 'was', 'extremely', 'helpful']","['want', 'share', 'positive', 'feedback', 'customer', 'support', 'agent', 'emily', 'extremely', 'helpful']","['want', 'share', 'positive', 'feedback', 'customer', 'support', 'agent', 'emily', 'extremely', 'helpful']","[('want', 'JJ'), ('share', 'NN'), ('positive', 'JJ'), ('feedback', 'NN'), ('customer', 'NN'), ('support', 'NN'), ('agent', 'VBD'), ('emily', 'RB'), ('extremely', 'RB'), ('helpful', 'JJ')]",[]
3239,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Negative,Critical,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']","[('calendar', 'NN'), ('sync', 'NN'), ('google', 'NN'), ('calendar', 'NN'), ('reflecting', 'VBG'), ('correct', 'JJ'), ('time', 'NN'), ('zone', 'NN')]","[{'text': 'Google Calendar', 'label': 'ORG'}]"
3240,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'settings']","['unable', 'change', 'username', 'option', 'greyed', 'account', 'setting']","[('unable', 'JJ'), ('change', 'NN'), ('username', 'JJ'), ('option', 'NN'), ('greyed', 'VBD'), ('account', 'NN'), ('setting', 'NN')]",[]
3241,My account was suspended without any prior notice or explanation. Please tell me the reason.,Account,Negative,High,15,my account was suspended without any prior notice or explanation please tell me the reason,"['my', 'account', 'was', 'suspended', 'without', 'any', 'prior', 'notice', 'or', 'explanation', 'please', 'tell', 'me', 'the', 'reason']","['account', 'suspended', 'without', 'prior', 'notice', 'explanation', 'please', 'tell', 'reason']","['account', 'suspended', 'without', 'prior', 'notice', 'explanation', 'please', 'tell', 'reason']","[('account', 'NN'), ('suspended', 'VBD'), ('without', 'IN'), ('prior', 'JJ'), ('notice', 'NN'), ('explanation', 'NN'), ('please', 'NN'), ('tell', 'VB'), ('reason', 'NN')]",[]
3242,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Positive,Medium,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']","[('process', 'NN'), ('upgrading', 'VBG'), ('current', 'JJ'), ('plan', 'NN'), ('basic', 'JJ'), ('premium', 'NN'), ('lose', 'NN'), ('data', 'NNS')]",[]
3243,I cancelled my subscription within the trial period but have not received my refund of $99.,Refund,Negative,Medium,16,i cancelled my subscription within the trial period but have not received my refund of,"['i', 'cancelled', 'my', 'subscription', 'within', 'the', 'trial', 'period', 'but', 'have', 'not', 'received', 'my', 'refund', 'of']","['cancelled', 'subscription', 'within', 'trial', 'period', 'received', 'refund']","['cancelled', 'subscription', 'within', 'trial', 'period', 'received', 'refund']","[('cancelled', 'VBN'), ('subscription', 'NN'), ('within', 'IN'), ('trial', 'NN'), ('period', 'NN'), ('received', 'VBD'), ('refund', 'NN')]","[{'text': '99', 'label': 'MONEY'}]"
3244,I need to update my mobile number linked to my account from +91-7654321098 to +1-555-9876.,Account,Neutral,Critical,15,i need to update my mobile number linked to my account from to,"['i', 'need', 'to', 'update', 'my', 'mobile', 'number', 'linked', 'to', 'my', 'account', 'from', 'to']","['need', 'update', 'mobile', 'number', 'linked', 'account']","['need', 'update', 'mobile', 'number', 'linked', 'account']","[('need', 'NN'), ('update', 'VBP'), ('mobile', 'JJ'), ('number', 'NN'), ('linked', 'VBN'), ('account', 'NN')]","[{'text': '+91-7654321098', 'label': 'GPE'}, {'text': '+1-555-9876', 'label': 'NORP'}]"
3245,Video calls on your platform drop after exactly 15 minutes. This is affecting my work meetings.,Technical,Negative,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']","['video', 'calls', 'platform', 'drop', 'exactly', 'minutes', 'affecting', 'work', 'meetings']","['video', 'call', 'platform', 'drop', 'exactly', 'minute', 'affecting', 'work', 'meeting']","[('video', 'NN'), ('call', 'NN'), ('platform', 'NN'), ('drop', 'NN'), ('exactly', 'RB'), ('minute', 'JJ'), ('affecting', 'VBG'), ('work', 'NN'), ('meeting', 'NN')]","[{'text': 'exactly 15 minutes', 'label': 'TIME'}]"
3246,I have been experiencing frequent session timeouts every 10 minutes even while actively using the app.,Technical,Negative,High,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'actively', 'using', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minute', 'even', 'actively', 'using', 'app']","[('experiencing', 'VBG'), ('frequent', 'JJ'), ('session', 'NN'), ('timeouts', 'NNS'), ('every', 'DT'), ('minute', 'NN'), ('even', 'RB'), ('actively', 'RB'), ('using', 'VBG'), ('app', 'NN')]","[{'text': 'every 10 minutes', 'label': 'TIME'}]"
3247,"I need a GST invoice for my payment of ₹1,499 made on May 7, 2026 for my business records.",Billing,Neutral,High,19,i need a gst invoice for my payment of made on may for my business records,"['i', 'need', 'a', 'gst', 'invoice', 'for', 'my', 'payment', 'of', 'made', 'on', 'may', 'for', 'my', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'may', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'may', 'business', 'record']","[('need', 'NN'), ('gst', 'NN'), ('invoice', 'JJ'), ('payment', 'NN'), ('made', 'VBN'), ('may', 'MD'), ('business', 'NN'), ('record', 'NN')]","[{'text': '1,499', 'label': 'MONEY'}, {'text': 'May 7, 2026', 'label': 'DATE'}]"
3248,My flight was cancelled by the airline and I am requesting a full refund of $299 for my booking.,Refund,Neutral,High,19,my flight was cancelled by the airline and i am requesting a full refund of for my booking,"['my', 'flight', 'was', 'cancelled', 'by', 'the', 'airline', 'and', 'i', 'am', 'requesting', 'a', 'full', 'refund', 'of', 'for', 'my', 'booking']","['flight', 'cancelled', 'airline', 'requesting', 'full', 'refund', 'booking']","['flight', 'cancelled', 'airline', 'requesting', 'full', 'refund', 'booking']","[('flight', 'NN'), ('cancelled', 'VBD'), ('airline', 'NN'), ('requesting', 'VBG'), ('full', 'JJ'), ('refund', 'NN'), ('booking', 'NN')]","[{'text': '299', 'label': 'MONEY'}]"
3249,"The customer support representative was very rude and unhelpful during my call on February 12, 2026. I need this escalated.",Complaint,Negative,Critical,20,the customer support representative was very rude and unhelpful during my call on february i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'february', 'i', 'need', 'this', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'february', 'need', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'february', 'need', 'escalated']","[('customer', 'NN'), ('support', 'NN'), ('representative', 'JJ'), ('rude', 'NN'), ('unhelpful', 'JJ'), ('call', 'NN'), ('february', 'JJ'), ('need', 'NN'), ('escalated', 'VBD')]","[{'text': 'February 12, 2026', 'label': 'DATE'}]"
3250,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Neutral,High,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']","['pdf', 'reports', 'generating', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'text', 'downloaded', 'file']","['pdf', 'report', 'generating', 'incorrect', 'data', 'formatting', 'number', 'appear', 'text', 'downloaded', 'file']","[('pdf', 'JJ'), ('report', 'NN'), ('generating', 'VBG'), ('incorrect', 'JJ'), ('data', 'NNS'), ('formatting', 'VBG'), ('number', 'NN'), ('appear', 'VBP'), ('text', 'NN'), ('downloaded', 'VBN'), ('file', 'NN')]","[{'text': 'PDF', 'label': 'ORG'}]"
3251,I want to enable two-factor authentication on my account but the option is not available.,Account,Negative,High,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']","[('want', 'JJ'), ('enable', 'JJ'), ('two', 'CD'), ('factor', 'NN'), ('authentication', 'NN'), ('account', 'NN'), ('option', 'NN'), ('available', 'JJ')]","[{'text': 'two', 'label': 'CARDINAL'}]"
3252,I received a bill for $149 but my plan is for $39.99 per month. Please correct this billing error.,Billing,Negative,High,19,i received a bill for but my plan is for per month please correct this billing error,"['i', 'received', 'a', 'bill', 'for', 'but', 'my', 'plan', 'is', 'for', 'per', 'month', 'please', 'correct', 'this', 'billing', 'error']","['received', 'bill', 'plan', 'per', 'month', 'please', 'correct', 'billing', 'error']","['received', 'bill', 'plan', 'per', 'month', 'please', 'correct', 'billing', 'error']","[('received', 'VBN'), ('bill', 'NN'), ('plan', 'NN'), ('per', 'IN'), ('month', 'NN'), ('please', 'NN'), ('correct', 'JJ'), ('billing', 'NN'), ('error', 'NN')]","[{'text': '149', 'label': 'MONEY'}, {'text': '39.99', 'label': 'MONEY'}]"
3253,"The installation technician who visited my home on December 15, 2025 was unprofessional and left a mess.",Complaint,Negative,High,17,the installation technician who visited my home on december was unprofessional and left a mess,"['the', 'installation', 'technician', 'who', 'visited', 'my', 'home', 'on', 'december', 'was', 'unprofessional', 'and', 'left', 'a', 'mess']","['installation', 'technician', 'visited', 'home', 'december', 'unprofessional', 'left', 'mess']","['installation', 'technician', 'visited', 'home', 'december', 'unprofessional', 'left', 'mess']","[('installation', 'NN'), ('technician', 'NN'), ('visited', 'VBD'), ('home', 'NN'), ('december', 'NN'), ('unprofessional', 'JJ'), ('left', 'VBD'), ('mess', 'NN')]","[{'text': 'December 15, 2025', 'label': 'DATE'}]"
3254,Your chatbot is useless and keeps giving me irrelevant answers. I need to speak to a human agent.,Complaint,Negative,Critical,18,your chatbot is useless and keeps giving me irrelevant answers i need to speak to a human agent,"['your', 'chatbot', 'is', 'useless', 'and', 'keeps', 'giving', 'me', 'irrelevant', 'answers', 'i', 'need', 'to', 'speak', 'to', 'a', 'human', 'agent']","['chatbot', 'useless', 'keeps', 'giving', 'irrelevant', 'answers', 'need', 'speak', 'human', 'agent']","['chatbot', 'useless', 'keep', 'giving', 'irrelevant', 'answer', 'need', 'speak', 'human', 'agent']","[('chatbot', 'NN'), ('useless', 'JJ'), ('keep', 'VB'), ('giving', 'VBG'), ('irrelevant', 'JJ'), ('answer', 'NN'), ('need', 'NN'), ('speak', 'VBP'), ('human', 'JJ'), ('agent', 'NN')]",[]
3255,I have been trying to verify my email for 30 days but the verification email never arrives.,Account,Neutral,High,17,i have been trying to verify my email for days but the verification email never arrives,"['i', 'have', 'been', 'trying', 'to', 'verify', 'my', 'email', 'for', 'days', 'but', 'the', 'verification', 'email', 'never', 'arrives']","['trying', 'verify', 'email', 'days', 'verification', 'email', 'never', 'arrives']","['trying', 'verify', 'email', 'day', 'verification', 'email', 'never', 'arrives']","[('trying', 'VBG'), ('verify', 'JJ'), ('email', 'JJ'), ('day', 'NN'), ('verification', 'NN'), ('email', 'NN'), ('never', 'RB'), ('arrives', 'VBZ')]","[{'text': '30 days', 'label': 'DATE'}]"
3256,I have raised this issue 5 times through different channels and still have not received a solution.,Complaint,Negative,Critical,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']","['raised', 'issue', 'times', 'different', 'channels', 'still', 'received', 'solution']","['raised', 'issue', 'time', 'different', 'channel', 'still', 'received', 'solution']","[('raised', 'VBN'), ('issue', 'NN'), ('time', 'NN'), ('different', 'JJ'), ('channel', 'NN'), ('still', 'RB'), ('received', 'VBD'), ('solution', 'NN')]","[{'text': '5', 'label': 'CARDINAL'}]"
3257,Can you confirm if your service is available in India and if pricing is in local currency?,General Inquiry,Positive,Medium,17,can you confirm if your service is available in india and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'india', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']","['confirm', 'service', 'available', 'india', 'pricing', 'local', 'currency']","['confirm', 'service', 'available', 'india', 'pricing', 'local', 'currency']","[('confirm', 'NN'), ('service', 'NN'), ('available', 'JJ'), ('india', 'JJ'), ('pricing', 'NN'), ('local', 'JJ'), ('currency', 'NN')]","[{'text': 'India', 'label': 'GPE'}]"
3258,I cannot sync my data across devices. The sync was working fine until the last update.,Technical,Neutral,High,16,i cannot sync my data across devices the sync was working fine until the last update,"['i', 'can', 'not', 'sync', 'my', 'data', 'across', 'devices', 'the', 'sync', 'was', 'working', 'fine', 'until', 'the', 'last', 'update']","['sync', 'data', 'across', 'devices', 'sync', 'working', 'fine', 'last', 'update']","['sync', 'data', 'across', 'device', 'sync', 'working', 'fine', 'last', 'update']","[('sync', 'NN'), ('data', 'NNS'), ('across', 'IN'), ('device', 'NN'), ('sync', 'NN'), ('working', 'VBG'), ('fine', 'JJ'), ('last', 'JJ'), ('update', 'NN')]",[]
