id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens
2544,Please help me transfer my account data to a new account that I have created with a different email.,Account,Neutral,Critical,19,please help me transfer my account data to a new account that i have created with a different email,"['please', 'help', 'me', 'transfer', 'my', 'account', 'data', 'to', 'a', 'new', 'account', 'that', 'i', 'have', 'created', 'with', 'a', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']"
2545,I have been charged twice for the same invoice #INV-33045. Please refund the duplicate charge of $49.99.,Billing,Negative,High,17,i have been charged twice for the same invoice inv please refund the duplicate charge of,"['i', 'have', 'been', 'charged', 'twice', 'for', 'the', 'same', 'invoice', 'inv', 'please', 'refund', 'the', 'duplicate', 'charge', 'of']","['charged', 'twice', 'invoice', 'inv', 'please', 'refund', 'duplicate', 'charge']","['charged', 'twice', 'invoice', 'inv', 'please', 'refund', 'duplicate', 'charge']"
2546,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Negative,Critical,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']","['pdf', 'reports', 'generating', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'text', 'downloaded', 'file']","['pdf', 'report', 'generating', 'incorrect', 'data', 'formatting', 'number', 'appear', 'text', 'downloaded', 'file']"
2547,"I am extremely disappointed with the quality of service I received from your support team on November 20, 2025.",Complaint,Negative,High,19,i am extremely disappointed with the quality of service i received from your support team on november,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'november']","['extremely', 'disappointed', 'quality', 'service', 'received', 'support', 'team', 'november']","['extremely', 'disappointed', 'quality', 'service', 'received', 'support', 'team', 'november']"
2548,"The customer support representative was very rude and unhelpful during my call on May 7, 2026. I need this escalated.",Complaint,Negative,Critical,20,the customer support representative was very rude and unhelpful during my call on may i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'may', 'i', 'need', 'this', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'may', 'need', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'may', 'need', 'escalated']"
2549,"I am extremely disappointed with the quality of service I received from your support team on May 7, 2026.",Complaint,Negative,Critical,19,i am extremely disappointed with the quality of service i received from your support team on may,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'may']","['extremely', 'disappointed', 'quality', 'service', 'received', 'support', 'team', 'may']","['extremely', 'disappointed', 'quality', 'service', 'received', 'support', 'team', 'may']"
2550,I have raised this issue 3 times through different channels and still have not received a solution.,Complaint,Neutral,High,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']","['raised', 'issue', 'times', 'different', 'channels', 'still', 'received', 'solution']","['raised', 'issue', 'time', 'different', 'channel', 'still', 'received', 'solution']"
2551,I want to enable two-factor authentication on my account but the option is not available.,Account,Neutral,Critical,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']","['want', 'enable', 'two', 'factor', 'authentication', 'account', 'option', 'available']"
2552,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Neutral,High,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']"
2553,I need to change my payment method from credit card to bank transfer for future invoices.,Billing,Negative,Medium,16,i need to change my payment method from credit card to bank transfer for future invoices,"['i', 'need', 'to', 'change', 'my', 'payment', 'method', 'from', 'credit', 'card', 'to', 'bank', 'transfer', 'for', 'future', 'invoices']","['need', 'change', 'payment', 'method', 'credit', 'card', 'bank', 'transfer', 'future', 'invoices']","['need', 'change', 'payment', 'method', 'credit', 'card', 'bank', 'transfer', 'future', 'invoice']"
2554,I cannot access my account after I changed my phone number. The OTP is going to the old number.,Account,Neutral,Critical,19,i cannot access my account after i changed my phone number the otp is going to the old number,"['i', 'can', 'not', 'access', 'my', 'account', 'after', 'i', 'changed', 'my', 'phone', 'number', 'the', 'otp', 'is', 'going', 'to', 'the', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']","['access', 'account', 'changed', 'phone', 'number', 'otp', 'going', 'old', 'number']"
2555,Please help me transfer my account data to a new account that I have created with a different email.,Account,Neutral,High,19,please help me transfer my account data to a new account that i have created with a different email,"['please', 'help', 'me', 'transfer', 'my', 'account', 'data', 'to', 'a', 'new', 'account', 'that', 'i', 'have', 'created', 'with', 'a', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']","['please', 'help', 'transfer', 'account', 'data', 'new', 'account', 'created', 'different', 'email']"
2556,I was charged for a service I never used. Please process a refund of $49.99 to my account.,Refund,Negative,Medium,18,i was charged for a service i never used please process a refund of to my account,"['i', 'was', 'charged', 'for', 'a', 'service', 'i', 'never', 'used', 'please', 'process', 'a', 'refund', 'of', 'to', 'my', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']","['charged', 'service', 'never', 'used', 'please', 'process', 'refund', 'account']"
2557,The mobile app is extremely slow and takes more than 20 seconds to load on my Pixel 6.,Technical,Neutral,High,18,the mobile app is extremely slow and takes more than seconds to load on my pixel,"['the', 'mobile', 'app', 'is', 'extremely', 'slow', 'and', 'takes', 'more', 'than', 'seconds', 'to', 'load', 'on', 'my', 'pixel']","['mobile', 'app', 'extremely', 'slow', 'takes', 'seconds', 'load', 'pixel']","['mobile', 'app', 'extremely', 'slow', 'take', 'second', 'load', 'pixel']"
2558,My hotel booking was cancelled due to unavailability but my refund of $149 has not arrived.,Refund,Neutral,High,16,my hotel booking was cancelled due to unavailability but my refund of has not arrived,"['my', 'hotel', 'booking', 'was', 'cancelled', 'due', 'to', 'unavailability', 'but', 'my', 'refund', 'of', 'has', 'not', 'arrived']","['hotel', 'booking', 'cancelled', 'due', 'unavailability', 'refund', 'arrived']","['hotel', 'booking', 'cancelled', 'due', 'unavailability', 'refund', 'arrived']"
2559,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Positive,Medium,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limits', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limit', 'free', 'tier']"
2560,The refund status on my dashboard shows processing for the last 5 days. When will it be credited?,Refund,Negative,High,18,the refund status on my dashboard shows processing for the last days when will it be credited,"['the', 'refund', 'status', 'on', 'my', 'dashboard', 'shows', 'processing', 'for', 'the', 'last', 'days', 'when', 'will', 'it', 'be', 'credited']","['refund', 'status', 'dashboard', 'shows', 'processing', 'last', 'days', 'credited']","['refund', 'status', 'dashboard', 'show', 'processing', 'last', 'day', 'credited']"
2561,Can you explain the difference between your monthly and annual subscription plans?,General Inquiry,Positive,Low,12,can you explain the difference between your monthly and annual subscription plans,"['can', 'you', 'explain', 'the', 'difference', 'between', 'your', 'monthly', 'and', 'annual', 'subscription', 'plans']","['explain', 'difference', 'monthly', 'annual', 'subscription', 'plans']","['explain', 'difference', 'monthly', 'annual', 'subscription', 'plan']"
2562,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Negative,Critical,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']","['account', 'shows', 'incorrect', 'subscription', 'status', 'shows', 'free', 'plan', 'premium', 'plan']","['account', 'show', 'incorrect', 'subscription', 'status', 'show', 'free', 'plan', 'premium', 'plan']"
2563,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Negative,Critical,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']"
2564,I accidentally deleted important files from my account. Is there any way to recover them?,Account,Negative,High,15,i accidentally deleted important files from my account is there any way to recover them,"['i', 'accidentally', 'deleted', 'important', 'files', 'from', 'my', 'account', 'is', 'there', 'any', 'way', 'to', 'recover', 'them']","['accidentally', 'deleted', 'important', 'files', 'account', 'way', 'recover']","['accidentally', 'deleted', 'important', 'file', 'account', 'way', 'recover']"
