id,email_text,category,sentiment,priority,email_length,clean_text,tokens
3255,I have been trying to verify my email for 30 days but the verification email never arrives.,Account,Neutral,High,17,i have been trying to verify my email for days but the verification email never arrives,"['i', 'have', 'been', 'trying', 'to', 'verify', 'my', 'email', 'for', 'days', 'but', 'the', 'verification', 'email', 'never', 'arrives']"
3256,I have raised this issue 5 times through different channels and still have not received a solution.,Complaint,Negative,Critical,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']"
3257,Can you confirm if your service is available in India and if pricing is in local currency?,General Inquiry,Positive,Medium,17,can you confirm if your service is available in india and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'india', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']"
3258,I cannot sync my data across devices. The sync was working fine until the last update.,Technical,Neutral,High,16,i cannot sync my data across devices the sync was working fine until the last update,"['i', 'can', 'not', 'sync', 'my', 'data', 'across', 'devices', 'the', 'sync', 'was', 'working', 'fine', 'until', 'the', 'last', 'update']"
3259,Your website is showing a 404 error on the checkout page. I am unable to complete my purchase.,Technical,Negative,High,18,your website is showing a error on the checkout page i am unable to complete my purchase,"['your', 'website', 'is', 'showing', 'a', 'error', 'on', 'the', 'checkout', 'page', 'i', 'am', 'unable', 'to', 'complete', 'my', 'purchase']"
3260,The new report generation feature is fantastic but it would be better if we could schedule automated reports.,Feedback,Neutral,Medium,18,the new report generation feature is fantastic but it would be better if we could schedule automated reports,"['the', 'new', 'report', 'generation', 'feature', 'is', 'fantastic', 'but', 'it', 'would', 'be', 'better', 'if', 'we', 'could', 'schedule', 'automated', 'reports']"
3261,Please add multi-language support to your platform. Many of my team members prefer their native language.,Feedback,Positive,Low,16,please add multi language support to your platform many of my team members prefer their native language,"['please', 'add', 'multi', 'language', 'support', 'to', 'your', 'platform', 'many', 'of', 'my', 'team', 'members', 'prefer', 'their', 'native', 'language']"
3262,My account was suspended without any prior notice or explanation. Please tell me the reason.,Account,Negative,High,15,my account was suspended without any prior notice or explanation please tell me the reason,"['my', 'account', 'was', 'suspended', 'without', 'any', 'prior', 'notice', 'or', 'explanation', 'please', 'tell', 'me', 'the', 'reason']"
3263,"I need a GST invoice for my payment of ₹10,000 made on May 7, 2026 for my business records.",Billing,Neutral,High,19,i need a gst invoice for my payment of made on may for my business records,"['i', 'need', 'a', 'gst', 'invoice', 'for', 'my', 'payment', 'of', 'made', 'on', 'may', 'for', 'my', 'business', 'records']"
3264,I need to cancel my annual subscription and get a pro-rata refund for the remaining 6 months.,Refund,Negative,Medium,17,i need to cancel my annual subscription and get a pro rata refund for the remaining months,"['i', 'need', 'to', 'cancel', 'my', 'annual', 'subscription', 'and', 'get', 'a', 'pro', 'rata', 'refund', 'for', 'the', 'remaining', 'months']"
3265,I want to enable two-factor authentication on my account but the option is not available.,Account,Neutral,Critical,15,i want to enable two factor authentication on my account but the option is not available,"['i', 'want', 'to', 'enable', 'two', 'factor', 'authentication', 'on', 'my', 'account', 'but', 'the', 'option', 'is', 'not', 'available']"
3266,The event was cancelled without any notice and I need a full refund for my ticket worth $19.99.,Refund,Negative,Medium,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']"
3267,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Medium,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']"
3268,The two-factor authentication code is not being delivered to my phone number +91-9876543210.,Technical,Negative,Critical,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']"
3269,The product I received was completely different from what was described on your website. I need a refund.,Refund,Neutral,Medium,18,the product i received was completely different from what was described on your website i need a refund,"['the', 'product', 'i', 'received', 'was', 'completely', 'different', 'from', 'what', 'was', 'described', 'on', 'your', 'website', 'i', 'need', 'a', 'refund']"
3270,"I have not received my refund of $299 that was approved on November 20, 2025. Please provide an update.",Billing,Negative,Medium,19,i have not received my refund of that was approved on november please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'november', 'please', 'provide', 'an', 'update']"
3271,I need to merge two accounts that I accidentally created with different email addresses.,Account,Negative,Critical,14,i need to merge two accounts that i accidentally created with different email addresses,"['i', 'need', 'to', 'merge', 'two', 'accounts', 'that', 'i', 'accidentally', 'created', 'with', 'different', 'email', 'addresses']"
3272,I did not authorize the charge of $299 on my account. Please investigate this transaction.,Billing,Neutral,High,15,i did not authorize the charge of on my account please investigate this transaction,"['i', 'did', 'not', 'authorize', 'the', 'charge', 'of', 'on', 'my', 'account', 'please', 'investigate', 'this', 'transaction']"
3273,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Positive,Low,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']"
3274,I have been trying to verify my email for 7 days but the verification email never arrives.,Account,Negative,Critical,17,i have been trying to verify my email for days but the verification email never arrives,"['i', 'have', 'been', 'trying', 'to', 'verify', 'my', 'email', 'for', 'days', 'but', 'the', 'verification', 'email', 'never', 'arrives']"
3275,Your product has significantly improved my productivity. I would love to see bulk export added in the future.,Feedback,Positive,Low,18,your product has significantly improved my productivity i would love to see bulk export added in the future,"['your', 'product', 'has', 'significantly', 'improved', 'my', 'productivity', 'i', 'would', 'love', 'to', 'see', 'bulk', 'export', 'added', 'in', 'the', 'future']"
3276,What are the data backup and recovery policies for accounts on the premium subscription plan?,General Inquiry,Neutral,Low,15,what are the data backup and recovery policies for accounts on the premium subscription plan,"['what', 'are', 'the', 'data', 'backup', 'and', 'recovery', 'policies', 'for', 'accounts', 'on', 'the', 'premium', 'subscription', 'plan']"
3277,My account shows outstanding balance of $99 but I have already paid. Please verify and update.,Billing,Neutral,High,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']"
3278,I am very happy with the recent improvements to the mobile app. The new features are excellent.,Feedback,Negative,Low,17,i am very happy with the recent improvements to the mobile app the new features are excellent,"['i', 'am', 'very', 'happy', 'with', 'the', 'recent', 'improvements', 'to', 'the', 'mobile', 'app', 'the', 'new', 'features', 'are', 'excellent']"
3279,The product stopped working within 3 days of purchase. This is a clear quality control failure.,Complaint,Negative,High,16,the product stopped working within days of purchase this is a clear quality control failure,"['the', 'product', 'stopped', 'working', 'within', 'days', 'of', 'purchase', 'this', 'is', 'a', 'clear', 'quality', 'control', 'failure']"
3280,Do you offer any discounts for educational institutions or non-profit organizations?,General Inquiry,Positive,Low,11,do you offer any discounts for educational institutions or non profit organizations,"['do', 'you', 'offer', 'any', 'discounts', 'for', 'educational', 'institutions', 'or', 'non', 'profit', 'organizations']"
3281,The billing amount of $49.99 does not match the quoted price of $89. Please clarify the difference.,Billing,Neutral,High,17,the billing amount of does not match the quoted price of please clarify the difference,"['the', 'billing', 'amount', 'of', 'does', 'not', 'match', 'the', 'quoted', 'price', 'of', 'please', 'clarify', 'the', 'difference']"
3282,I appreciate the quick response from your team but the solution provided did not fully address my issue.,Feedback,Negative,Low,18,i appreciate the quick response from your team but the solution provided did not fully address my issue,"['i', 'appreciate', 'the', 'quick', 'response', 'from', 'your', 'team', 'but', 'the', 'solution', 'provided', 'did', 'not', 'fully', 'address', 'my', 'issue']"
3283,"I want to request a full refund for my order #ORD-66123 placed on April 18, 2026. The product was defective.",Refund,Negative,Medium,20,i want to request a full refund for my order ord placed on april the product was defective,"['i', 'want', 'to', 'request', 'a', 'full', 'refund', 'for', 'my', 'order', 'ord', 'placed', 'on', 'april', 'the', 'product', 'was', 'defective']"
