contract_text,supplier,product,quantity,price,delivery_date,payment_terms
"
    Supplier: Green Agro Pvt Ltd

    Product: Iron Rods

    Quantity: 8072 Tons

    Price: ₹23680/Ton

    Delivery Date: 27 September 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 8072 Tons of Iron Rods
    at ₹23680 per Ton.

    Delivery shall be completed by 27 September 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Iron Rods,8072 Tons,23680,27 September 2026,50% Advance
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 2630 Tons

    Price: ₹2932/Ton

    Delivery Date: 9 May 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 2630 Tons of Industrial Solvent
    at ₹2932 per Ton.

    Delivery shall be completed by 9 May 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Industrial Solvent,2630 Tons,2932,9 May 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 9691 Tons

    Price: ₹24947/Ton

    Delivery Date: 24 November 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 9691 Tons of Plastic Granules
    at ₹24947 per Ton.

    Delivery shall be completed by 24 November 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Plastic Granules,9691 Tons,24947,24 November 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 7051 Tons

    Price: ₹15301/Ton

    Delivery Date: 4 May 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 7051 Tons of Copper Wire
    at ₹15301 per Ton.

    Delivery shall be completed by 4 May 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Copper Wire,7051 Tons,15301,4 May 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Industrial Solvent

    Quantity: 7891 Tons

    Price: ₹27056/Ton

    Delivery Date: 4 September 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 7891 Tons of Industrial Solvent
    at ₹27056 per Ton.

    Delivery shall be completed by 4 September 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Industrial Solvent,7891 Tons,27056,4 September 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 8882 Tons

    Price: ₹11166/Ton

    Delivery Date: 3 June 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 8882 Tons of Iron Rods
    at ₹11166 per Ton.

    Delivery shall be completed by 3 June 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Iron Rods,8882 Tons,11166,3 June 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 1361 Tons

    Price: ₹3298/Ton

    Delivery Date: 11 April 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 1361 Tons of Industrial Solvent
    at ₹3298 per Ton.

    Delivery shall be completed by 11 April 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Industrial Solvent,1361 Tons,3298,11 April 2026,50% Advance
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 5619 Tons

    Price: ₹15748/Ton

    Delivery Date: 12 July 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 5619 Tons of Copper Wire
    at ₹15748 per Ton.

    Delivery shall be completed by 12 July 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Copper Wire,5619 Tons,15748,12 July 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Plastic Granules

    Quantity: 5050 Tons

    Price: ₹29315/Ton

    Delivery Date: 28 May 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 5050 Tons of Plastic Granules
    at ₹29315 per Ton.

    Delivery shall be completed by 28 May 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Plastic Granules,5050 Tons,29315,28 May 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 2006 Tons

    Price: ₹22695/Ton

    Delivery Date: 11 November 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 2006 Tons of Copper Wire
    at ₹22695 per Ton.

    Delivery shall be completed by 11 November 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Copper Wire,2006 Tons,22695,11 November 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 756 Tons

    Price: ₹18440/Ton

    Delivery Date: 19 January 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 756 Tons of Fertilizer
    at ₹18440 per Ton.

    Delivery shall be completed by 19 January 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Fertilizer,756 Tons,18440,19 January 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 9226 Tons

    Price: ₹23112/Ton

    Delivery Date: 26 March 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 9226 Tons of Fertilizer
    at ₹23112 per Ton.

    Delivery shall be completed by 26 March 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Fertilizer,9226 Tons,23112,26 March 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Fertilizer

    Quantity: 7947 Tons

    Price: ₹48123/Ton

    Delivery Date: 18 November 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 7947 Tons of Fertilizer
    at ₹48123 per Ton.

    Delivery shall be completed by 18 November 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Fertilizer,7947 Tons,48123,18 November 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 8840 Tons

    Price: ₹43727/Ton

    Delivery Date: 7 March 2026

    Payment Terms: 50% Advance

    Bharat Steel Ltd agrees to supply 8840 Tons of Fertilizer
    at ₹43727 per Ton.

    Delivery shall be completed by 7 March 2026.

    Payment Terms: 50% Advance.
    ",Bharat Steel Ltd,Fertilizer,8840 Tons,43727,7 March 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 1112 Tons

    Price: ₹33056/Ton

    Delivery Date: 27 October 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 1112 Tons of Copper Wire
    at ₹33056 per Ton.

    Delivery shall be completed by 27 October 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Copper Wire,1112 Tons,33056,27 October 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 9696 Tons

    Price: ₹26655/Ton

    Delivery Date: 23 January 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 9696 Tons of Industrial Solvent
    at ₹26655 per Ton.

    Delivery shall be completed by 23 January 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Industrial Solvent,9696 Tons,26655,23 January 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 3407 Tons

    Price: ₹41813/Ton

    Delivery Date: 7 September 2026

    Payment Terms: Net 30 Days

    Green Agro Pvt Ltd agrees to supply 3407 Tons of Plastic Granules
    at ₹41813 per Ton.

    Delivery shall be completed by 7 September 2026.

    Payment Terms: Net 30 Days.
    ",Green Agro Pvt Ltd,Plastic Granules,3407 Tons,41813,7 September 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 2175 Tons

    Price: ₹15211/Ton

    Delivery Date: 24 April 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 2175 Tons of Fertilizer
    at ₹15211 per Ton.

    Delivery shall be completed by 24 April 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Fertilizer,2175 Tons,15211,24 April 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 773 Tons

    Price: ₹23350/Ton

    Delivery Date: 22 February 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 773 Tons of Plastic Granules
    at ₹23350 per Ton.

    Delivery shall be completed by 22 February 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Plastic Granules,773 Tons,23350,22 February 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 1446 Tons

    Price: ₹17643/Ton

    Delivery Date: 21 May 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 1446 Tons of Iron Rods
    at ₹17643 per Ton.

    Delivery shall be completed by 21 May 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Iron Rods,1446 Tons,17643,21 May 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Iron Rods

    Quantity: 3018 Tons

    Price: ₹33245/Ton

    Delivery Date: 21 November 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 3018 Tons of Iron Rods
    at ₹33245 per Ton.

    Delivery shall be completed by 21 November 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Iron Rods,3018 Tons,33245,21 November 2026,Advance Payment
"
    Supplier: ABC Chemicals

    Product: Plastic Granules

    Quantity: 8091 Tons

    Price: ₹40695/Ton

    Delivery Date: 18 February 2026

    Payment Terms: Net 30 Days

    ABC Chemicals agrees to supply 8091 Tons of Plastic Granules
    at ₹40695 per Ton.

    Delivery shall be completed by 18 February 2026.

    Payment Terms: Net 30 Days.
    ",ABC Chemicals,Plastic Granules,8091 Tons,40695,18 February 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 4147 Tons

    Price: ₹9746/Ton

    Delivery Date: 3 August 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 4147 Tons of Plastic Granules
    at ₹9746 per Ton.

    Delivery shall be completed by 3 August 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Plastic Granules,4147 Tons,9746,3 August 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 6534 Tons

    Price: ₹48100/Ton

    Delivery Date: 12 January 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 6534 Tons of Iron Rods
    at ₹48100 per Ton.

    Delivery shall be completed by 12 January 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Iron Rods,6534 Tons,48100,12 January 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Fertilizer

    Quantity: 2629 Tons

    Price: ₹37068/Ton

    Delivery Date: 28 June 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 2629 Tons of Fertilizer
    at ₹37068 per Ton.

    Delivery shall be completed by 28 June 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Fertilizer,2629 Tons,37068,28 June 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Industrial Solvent

    Quantity: 2794 Tons

    Price: ₹25211/Ton

    Delivery Date: 23 April 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 2794 Tons of Industrial Solvent
    at ₹25211 per Ton.

    Delivery shall be completed by 23 April 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Industrial Solvent,2794 Tons,25211,23 April 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 9551 Tons

    Price: ₹26822/Ton

    Delivery Date: 11 August 2026

    Payment Terms: Payment After Delivery

    National Plastics agrees to supply 9551 Tons of Fertilizer
    at ₹26822 per Ton.

    Delivery shall be completed by 11 August 2026.

    Payment Terms: Payment After Delivery.
    ",National Plastics,Fertilizer,9551 Tons,26822,11 August 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 3473 Tons

    Price: ₹18622/Ton

    Delivery Date: 18 August 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 3473 Tons of Copper Wire
    at ₹18622 per Ton.

    Delivery shall be completed by 18 August 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Copper Wire,3473 Tons,18622,18 August 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Industrial Solvent

    Quantity: 3831 Tons

    Price: ₹35836/Ton

    Delivery Date: 13 January 2026

    Payment Terms: Net 30 Days

    Green Agro Pvt Ltd agrees to supply 3831 Tons of Industrial Solvent
    at ₹35836 per Ton.

    Delivery shall be completed by 13 January 2026.

    Payment Terms: Net 30 Days.
    ",Green Agro Pvt Ltd,Industrial Solvent,3831 Tons,35836,13 January 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Iron Rods

    Quantity: 5880 Tons

    Price: ₹541/Ton

    Delivery Date: 5 January 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 5880 Tons of Iron Rods
    at ₹541 per Ton.

    Delivery shall be completed by 5 January 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Iron Rods,5880 Tons,541,5 January 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 151 Tons

    Price: ₹44788/Ton

    Delivery Date: 3 October 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 151 Tons of Copper Wire
    at ₹44788 per Ton.

    Delivery shall be completed by 3 October 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Copper Wire,151 Tons,44788,3 October 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Industrial Solvent

    Quantity: 5112 Tons

    Price: ₹28476/Ton

    Delivery Date: 15 July 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 5112 Tons of Industrial Solvent
    at ₹28476 per Ton.

    Delivery shall be completed by 15 July 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Industrial Solvent,5112 Tons,28476,15 July 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 5757 Tons

    Price: ₹10458/Ton

    Delivery Date: 24 November 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 5757 Tons of Iron Rods
    at ₹10458 per Ton.

    Delivery shall be completed by 24 November 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Iron Rods,5757 Tons,10458,24 November 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 7627 Tons

    Price: ₹27645/Ton

    Delivery Date: 9 January 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 7627 Tons of Fertilizer
    at ₹27645 per Ton.

    Delivery shall be completed by 9 January 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Fertilizer,7627 Tons,27645,9 January 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 8371 Tons

    Price: ₹25361/Ton

    Delivery Date: 21 March 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 8371 Tons of Fertilizer
    at ₹25361 per Ton.

    Delivery shall be completed by 21 March 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Fertilizer,8371 Tons,25361,21 March 2026,50% Advance
"
    Supplier: ABC Chemicals

    Product: Iron Rods

    Quantity: 2990 Tons

    Price: ₹20131/Ton

    Delivery Date: 22 May 2026

    Payment Terms: Advance Payment

    ABC Chemicals agrees to supply 2990 Tons of Iron Rods
    at ₹20131 per Ton.

    Delivery shall be completed by 22 May 2026.

    Payment Terms: Advance Payment.
    ",ABC Chemicals,Iron Rods,2990 Tons,20131,22 May 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 8599 Tons

    Price: ₹27381/Ton

    Delivery Date: 12 September 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 8599 Tons of Copper Wire
    at ₹27381 per Ton.

    Delivery shall be completed by 12 September 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Copper Wire,8599 Tons,27381,12 September 2026,Advance Payment
"
    Supplier: ABC Chemicals

    Product: Industrial Solvent

    Quantity: 6418 Tons

    Price: ₹43237/Ton

    Delivery Date: 20 June 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 6418 Tons of Industrial Solvent
    at ₹43237 per Ton.

    Delivery shall be completed by 20 June 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Industrial Solvent,6418 Tons,43237,20 June 2026,Net 45 Days
